ID,physicalActivity,physicalActivityPerMonth,volunteerParticipation,volunteerPerMonth,ttcTransportation,walkTransportation,driveTransportation,cycleTransportation,taxiTransportation,communityRideTransportation,wheelTransTransportation,friendsTransportation,difficultFinancial,supportSystem,postalCode,employmentStatus,sex,primaryLanguage,ageRange,minAgeRange
6574,At least once a day,30,At least once a day,30,1,,,,,,,,No,,,Retired,Female,,70-74 years,70
6575,At least once a day,30,,,1,,,,,,,,,,,Retired,Female,,65-69 years,65
6576,At least once a day,30,At least once a week,4,1,1,,1,,,,,No,,,,Male,,70-74 years,70
6577,At least a few times each week,8,At least once a week,4,1,1,1,,,,,1,No,Yes,,Retired,Female,English,65-69 years,65
6578,At least a few times each week,8,At least once a month,1,1,1,,,,,,,No,Yes,,Retired,Female,English,80-84 years,80
6579,At least a few times each week,8,Never,0,1,1,,,,,,1,No,Yes,,Retired,Female,English,70-74 years,70
6580,At least once a day,30,At least once a day,30,1,1,1,1,,,,1,No,Yes,,"Unemployed, looking for work",Female,English,60-64 years,60
6581,At least once a day,30,At least once a week,4,,1,1,1,,,,,,Yes,,Retired,Female,English,70-74 years,70
6582,At least once a day,30,Never,0,1,,,,,,,,No,Yes,,Employed part-time,Female,English,65-69 years,65
6583,At least once a day,30,Never,0,1,1,,,1,,,,No,Yes,,Retired,Female,English,75-79 years,75
6584,At least once a day,30,At least once a week,4,1,1,,1,,,,,Yes,No,,Retired,Female,English,65-69 years,65
6585,At least once a day,30,,,1,1,,1,,,,,No,,,Retired,,,60-64 years,60
6586,At least once a day,30,Never,0,1,1,,,,,,1,,Yes,,Retired,Female,,70-74 years,70
6587,At least once a day,30,At least once a week,4,,,,,1,,,1,Yes,Yes,,Retired,Female,,80-84 years,80
6588,At least once a week,4,Never,0,1,1,1,,,,1,1,Yes,Yes,,"Unemployed, looking for work",Female,,55-59 years,55
6589,,,,,,,,,,,,,,,,,,,,
6590,At least once a month,1,,,1,,,,,,,,,,,,,Italian,70-74 years,70
6591,At least once a day,30,Never,0,1,,,,,,,,,Yes,,Retired,Female,Other,65-69 years,65
6592,Never,0,Never,0,,1,,,,,,,No,Yes,,Retired,Female,English,80-84 years,80
6593,At least a few times each week,8,Never,0,,,,,,,1,,No,Yes,,Retired,Female,Chinese (Cantonese),75-79 years,75
6594,At least a few times each week,8,Never,0,,,,,,,1,,No,Yes,,Retired,Male,Vietnamese,80-84 years,80
6595,At least once a day,30,Never,0,,1,,,1,,,1,No,Yes,,Employed part-time,Female,Chinese (Cantonese),75-79 years,75
6596,At least once a day,30,Never,0,,,,,,,1,1,,No,,Unable to work for health or other reasons,Female,Tamil,60-64 years,60
6597,At least once a week,4,Never,0,,,,,,,,1,No,Yes,,Retired,Female,English,80-84 years,80
6598,At least once a day,30,Never,0,,,1,,,,,1,No,Yes,,Retired,Male,English,75-79 years,75
6599,At least once a week,4,At least once a month,1,,,,,,,1,1,No,Yes,,Retired,Male,English,80-84 years,80
6600,Never,0,Never,0,,,,,1,1,,1,No,Yes,,Retired,Female,English,85 years or older,85
6601,Never,0,Never,0,,,,,,,,1,No,Yes,,Retired,Male,English,85 years or older,85
6602,At least once a day,30,Never,0,1,,,,,,,1,No,Yes,,Retired,Male,English,75-79 years,75
6603,Never,0,Never,0,1,,,,,,,,No,Yes,,Retired,Male,Italian,75-79 years,75
6604,Never,0,Never,0,,,1,,,,,,No,Yes,,Retired,Male,English,70-74 years,70
6605,At least a few times each week,8,Never,0,,,,,,,1,,No,Yes,,Retired,,English,80-84 years,80
6606,Never,0,Never,0,,,,,,,,,No,,,Retired,Male,English,85 years or older,85
6607,At least a few times each week,8,Never,0,1,,,,,,,,No,Yes,,Retired,Male,Other,75-79 years,75
6608,At least a few times each week,8,Never,0,,1,,,1,,,1,No,Yes,,Unable to work for health or other reasons,Female,English,85 years or older,85
6609,At least once a month,1,At least once a month,1,,,,,,1,1,1,No,Yes,,Unable to work for health or other reasons,Female,Other,85 years or older,85
6610,At least once a day,30,Never,0,1,,,,,,,,No,Yes,,Retired,Male,Hindi,75-79 years,75
6611,Never,0,Never,0,,,,,,,,1,Yes,No,,Retired,Male,English,80-84 years,80
6612,At least once a day,30,At least a few times a week,8,,1,,,,,,,Yes,,,,,,60-64 years,60
6613,At least once a month,1,Never,0,1,,,,,,,1,No,Yes,,Unable to work for health or other reasons,Female,Korean,85 years or older,85
6614,At least once a day,30,Never,0,,,,,1,,1,,No,,,,Female,English,80-84 years,80
6615,At least once a day,30,Never,0,1,,,,,,1,,No,Yes,,Retired,Female,Other,70-74 years,70
6616,At least once a month,1,Never,0,,,,,,,,1,No,Yes,,Retired,Female,English,80-84 years,80
6617,Never,0,Never,0,,,,,1,,,,No,Yes,,Unable to work for health or other reasons,Female,English,80-84 years,80
6618,At least once a day,30,Never,0,1,1,,,,,,1,No,No,,Unable to work for health or other reasons,Female,English,60-64 years,60
6619,At least once a day,30,Never,0,1,,,,,,,1,No,,,,,,65-69 years,65
6620,At least a few times each week,8,,,,,,,1,,,,,,,,,English,,
6621,At least once a day,30,,,1,1,,,,,,,,,,,,English,,
6622,At least once a day,30,Never,0,1,,,,,,,,No,Yes,,Unable to work for health or other reasons,Male,,55-59 years,55
6623,At least once a day,30,Never,0,1,1,,,,,,,No,Yes,,Unable to work for health or other reasons,Male,English,65-69 years,65
6624,At least once a day,30,Never,0,1,,,,,,,1,No,Yes,,Unable to work for health or other reasons,Female,Karen,80-84 years,80
6625,Never,0,Never,0,,1,,,,,,1,No,Yes,,Retired,Female,Punjabi,75-79 years,75
6626,At least once a day,30,Never,0,1,1,,,,,,,No,Yes,,Retired,Female,Punjabi,,
6627,At least a few times each week,8,,,1,,,,,,,1,,,,,,Hindi,,
6628,At least a few times each week,8,Never,0,1,1,,,,,1,,Yes,Yes,,Retired,Male,Punjabi,,
6629,At least a few times each week,8,,,,,,,,,,1,,,,,,Urdu,,
6630,At least once a month,1,Never,0,,,,,,,,1,No,Yes,,Unable to work for health or other reasons,Male,Korean,85 years or older,85
6631,At least once a week,4,,,,,,,,,,1,,,,,,Hindi,,
6632,Never,0,Never,0,1,,,,,,,,Yes,Yes,,Employed part-time,Male,Tagalog,60-64 years,60
6633,At least once a day,30,At least once a month,1,,,1,,,,,,No,Yes,,Employed full-time,Female,Tagalog,Less than 54 years,54
6634,Never,0,Never,0,1,,,,,,,,No,Yes,,Employed part-time,Female,Tagalog,60-64 years,60
6635,Never,0,Never,0,,,1,,,,,,Yes,No,,Employed full-time,Female,English,,
6636,At least once a day,30,Never,0,1,,1,,,,,,No,Yes,,Retired,Female,Chinese (Cantonese),80-84 years,80
6637,At least once a month,1,Never,0,1,,,,,,,,Yes,Yes,,Employed full-time,Female,Tagalog,Less than 54 years,54
6638,At least once a day,30,At least once a month,1,,,,,,,,1,Yes,Yes,,Employed full-time,Male,Tagalog,Less than 54 years,54
6639,At least once a month,1,Never,0,1,,,,,,,,Yes,,,Employed full-time,Male,English,60-64 years,60
6640,Never,0,Never,0,1,,,,,,,,No,Yes,,Unable to work for health or other reasons,Female,Tagalog,65-69 years,65
6641,Never,0,Never,0,1,,,,,,,,No,Yes,,Employed full-time,Female,Tagalog,Less than 54 years,54
6642,At least once a day,30,Never,0,1,,,,,,,,Yes,Yes,,Employed part-time,Female,Tagalog,Less than 54 years,54
6643,At least a few times each week,8,Never,0,,,1,1,,,,,No,Yes,,Employed full-time,Female,Tagalog,Less than 54 years,54
6644,Never,0,Never,0,,,1,,,,,,No,Yes,,Employed full-time,Female,Tagalog,60-64 years,60
6645,At least once a day,30,Never,0,1,,,,,,,,Yes,Yes,,Employed full-time,Female,Tagalog,55-59 years,55
6646,Never,0,Never,0,1,1,1,,,,,1,No,Yes,,Employed full-time,Female,Tagalog,Less than 54 years,54
6647,Never,0,Never,0,,,1,,,,,,Yes,Yes,,Employed full-time,Female,Tagalog,60-64 years,60
6648,At least once a day,30,Never,0,1,1,,,,,,,Yes,Yes,,Retired,Female,Punjabi,,
6649,At least once a week,4,Never,0,,,1,,,,,,No,Yes,,Retired,Female,Italian,75-79 years,75
6650,Never,0,At least a few times a week,8,1,,,,,,,1,No,No,,,Female,Spanish,60-64 years,60
6651,Never,0,Never,0,,,1,,,,,,No,No,,Retired,Female,English,65-69 years,65
6652,At least once a day,30,At least a few times a week,8,1,,,,,,,,,,,Retired,,,65-69 years,65
6653,At least a few times each week,8,Never,0,1,,1,,,,,,,No,,,Female,Spanish,65-69 years,65
6654,At least once a day,30,At least a few times a week,8,1,,,,,,,,,Yes,,Unable to work for health or other reasons,Female,Spanish,75-79 years,75
6655,At least a few times each week,8,Never,0,1,,1,,,,,,,Yes,,Retired,Female,Spanish,75-79 years,75
6656,At least once a day,30,At least once a month,1,1,1,1,,,,,1,No,Yes,,Employed full-time,Female,Korean,Less than 54 years,54
6657,At least once a day,30,At least once a month,1,1,1,,,,,,1,No,Yes,,Retired,Female,,65-69 years,65
6658,At least a few times each week,8,At least once a month,1,,,1,,,,,,Yes,Yes,,Retired,Female,,70-74 years,70
6659,Never,0,Never,0,,,,,1,,,,No,Yes,,Retired,Male,,70-74 years,70
6660,At least once a day,30,At least once a month,1,1,1,1,,1,,,1,,,,,Female,,75-79 years,75
6661,At least a few times each week,8,At least once a week,4,1,1,,,,,,,No,Yes,,Retired,Female,Farsi,70-74 years,70
6662,At least once a day,30,At least once a month,1,1,,,,,,,,,Yes,,Unable to work for health or other reasons,Female,,55-59 years,55
6663,At least once a day,30,At least once a day,30,1,1,,,,,,,No,Yes,,Retired,Male,Punjabi,70-74 years,70
6664,At least once a day,30,At least once a month,1,1,1,1,,,,,,No,Yes,,Retired,Female,Chinese (Mandarin),80-84 years,80
6665,At least once a day,30,Never,0,1,1,,,,,,,No,Yes,,Retired,Male,Chinese (Mandarin),80-84 years,80
6666,At least once a month,1,Never,0,1,,,,1,,1,,No,Yes,,Retired,Female,Punjabi,60-64 years,60
6667,,,,,,,,,,,,,,,,,,,,
6668,At least once a day,30,Never,0,,,1,,,,,,No,Yes,,Retired,Female,Punjabi,65-69 years,65
6669,At least once a day,30,At least a few times a week,8,1,1,1,,,,,,No,Yes,,Retired,Female,,70-74 years,70
6670,At least a few times each week,8,At least once a month,1,,1,,,,,,,No,,,Retired,Female,Italian,80-84 years,80
6671,At least once a week,4,At least once a month,1,1,1,1,,,,,,Yes,Yes,,Retired,Female,,80-84 years,80
6672,At least a few times each week,8,Never,0,1,1,,,,,,1,No,Yes,,Retired,Male,Chinese (Mandarin),75-79 years,75
6673,At least once a day,30,At least a few times a week,8,1,,,,,,,,No,,,,,Spanish,70-74 years,70
6674,At least a few times each week,8,,,,,,,1,,,,No,Yes,,Retired,Male,English,85 years or older,85
6675,At least a few times each week,8,Never,0,,1,,,,,,1,No,Yes,,Retired,Male,English,85 years or older,85
6676,At least once a day,30,Never,0,,,,,,,,1,No,Yes,,Unable to work for health or other reasons,Female,English,60-64 years,60
6677,At least once a day,30,Never,0,,,,,1,,,1,No,Yes,,Retired,Female,English,85 years or older,85
6678,At least a few times each week,8,Never,0,,,,,1,,,1,No,Yes,,Retired,Female,English,80-84 years,80
6679,At least once a day,30,Never,0,,,,,,,,1,No,Yes,,Retired,Female,Hindi,80-84 years,80
6680,Never,0,Never,0,,,,,,,1,1,No,Yes,,Retired,Female,Hungarian,85 years or older,85
6681,Never,0,Never,0,,,,,,,1,,Yes,Yes,,Retired,Female,English,75-79 years,75
6682,At least a few times each week,8,Never,0,,,,,,,,1,,Yes,,Retired,Female,Punjabi,75-79 years,75
6683,Never,0,Never,0,,1,,,,,,1,No,Yes,,Retired,Male,Urdu,,
6684,Never,0,Never,0,1,,,,,,,1,No,Yes,,Retired,Female,Urdu,70-74 years,70
6685,At least a few times each week,8,Never,0,1,,,,,,1,,No,No,,Retired,Female,English,75-79 years,75
6686,At least once a day,30,At least once a month,1,1,,,,,,1,,No,Yes,,Retired,Female,English,70-74 years,70
6687,Never,0,Never,0,,,1,,,,,,Yes,Yes,,Unable to work for health or other reasons,Male,Punjabi,75-79 years,75
6688,At least once a day,30,Never,0,,,,,,,,1,No,Yes,,Retired,Male,English,85 years or older,85
6689,At least once a day,30,Never,0,1,1,,,,,1,1,Yes,Yes,,Retired,Male,English,85 years or older,85
6690,Never,0,Never,0,,,,,,,,1,No,No,,Retired,Female,English,80-84 years,80
6691,At least once a day,30,Never,0,,,1,,,,,,No,Yes,,Retired,Male,Hindi,70-74 years,70
6692,At least once a day,30,At least once a month,1,1,,,,,,,1,No,Yes,,Retired,Female,Punjabi,65-69 years,65
6693,At least a few times each week,8,Never,0,1,1,,,,,,1,No,Yes,,Retired,Female,Punjabi,,
6694,,,,,,,,,,,,,,,,Employed full-time,,,,
6695,At least a few times each week,8,,,,,,,,,,1,,,,,,English,,
6696,At least once a day,30,,,,,,,1,,,1,,,,,,English,,
6697,At least a few times each week,8,At least once a week,4,,,1,,,,,,No,Yes,,,,,,
6698,At least a few times each week,8,Never,0,1,,,,1,,,1,No,Yes,,,Female,English,,
6699,,,,,,,,,,,,,,,,,,,,
6700,At least once a day,30,At least once a week,4,,1,,,,,,,Yes,Yes,,Retired,Female,Tamil,60-64 years,60
6701,At least once a day,30,Never,0,1,1,,,,,,1,Yes,Yes,,Retired,Female,Chinese (Mandarin),65-69 years,65
6702,At least a few times each week,8,Never,0,1,,,,,,,1,No,Yes,,Retired,Female,,75-79 years,75
6703,At least once a month,1,Never,0,1,,,,,,,,No,Yes,,Retired,Female,,65-69 years,65
6704,At least a few times each week,8,At least once a month,1,,,1,,,,,,No,Yes,,Retired,Female,English,,
6705,At least once a day,30,Never,0,1,1,,,,,,,,No,,Retired,,English,,
6706,At least a few times each week,8,At least once a week,4,1,1,1,,,,,,No,Yes,,Employed part-time,Female,English,65-69 years,65
6707,,,,,,,,,,,,,,,,,,,,
6708,At least once a month,1,At least once a month,1,1,1,1,,,,,1,No,Yes,,Retired,Female,,65-69 years,65
6709,At least a few times each week,8,At least a few times a week,8,,,,,,,,,,,,,,,,
6710,At least a few times each week,8,At least once a week,4,1,,,,,,,,No,Yes,,Retired,Male,Chinese (Mandarin),75-79 years,75
6711,At least once a day,30,At least once a week,4,,1,,,,,,,No,No,,Retired,Female,Chinese (Mandarin),80-84 years,80
6712,At least a few times each week,8,At least once a month,1,1,1,,,,,,1,No,Yes,,Retired,Male,Chinese (Mandarin),75-79 years,75
6713,At least a few times each week,8,At least once a month,1,1,1,,,,,,,No,Yes,,Retired,Female,Chinese (Mandarin),70-74 years,70
6714,At least once a month,1,At least a few times a week,8,,1,1,,,,,,No,Yes,,Retired,Male,Chinese (Mandarin),70-74 years,70
6715,At least a few times each week,8,At least once a week,4,1,,,,,,,,No,No,,Retired,Female,,70-74 years,70
6716,At least once a day,30,,,,,1,,,,,,,Yes,,Retired,Female,,,
6717,At least a few times each week,8,At least once a month,1,1,1,1,,,,,,No,Yes,,Retired,Female,Tamil,70-74 years,70
6718,At least once a day,30,,,1,,,,,,,,,,,,,English,Less than 54 years,54
6719,At least once a week,4,,,,,1,,,,,,,,,,,English,Less than 54 years,54
6720,At least once a day,30,Never,0,,,,,,,1,,No,Yes,,Retired,Female,English,80-84 years,80
6721,At least once a day,30,Never,0,,,,,,,,1,No,Yes,,Retired,Female,Italian,70-74 years,70
6722,At least a few times each week,8,Never,0,,,,,,,,1,No,Yes,,Unable to work for health or other reasons,Female,Punjabi,70-74 years,70
6723,Never,0,Never,0,,,,,,,,,No,,,Retired,Female,English,70-74 years,70
6724,At least once a day,30,Never,0,,,,,,,,1,Yes,Yes,,Retired,Female,English,80-84 years,80
6725,At least once a week,4,Never,0,1,,,,,,,,Yes,Yes,,Employed full-time,Female,Hindi,60-64 years,60
6726,At least once a week,4,At least a few times a week,8,1,,,,,,,,,Yes,,Employed full-time,Female,Hindi,60-64 years,60
6727,At least once a week,4,Never,0,1,,,,,,,,,Yes,,Retired,Female,Hindi,65-69 years,65
6728,At least once a week,4,Never,0,1,,,,,,,,No,Yes,,Employed full-time,Female,Hindi,60-64 years,60
6729,At least a few times each week,8,At least once a month,1,1,,,,,,,,No,Yes,,Retired,Female,Hindi,65-69 years,65
6730,At least once a week,4,Never,0,1,,,,,,,,No,Yes,,Employed full-time,Female,Hindi,65-69 years,65
6731,At least once a week,4,Never,0,1,,,,,,,,No,,,Retired,Male,Hindi,65-69 years,65
6732,At least a few times each week,8,At least a few times a week,8,,1,,1,,,,,Yes,Yes,,Retired,Male,Hindi,70-74 years,70
6733,At least a few times each week,8,At least a few times a week,8,,1,,,,,,,Yes,Yes,,Retired,Male,Hindi,70-74 years,70
6734,At least once a week,4,Never,0,1,,,,,,,,Yes,Yes,,Retired,Male,English,60-64 years,60
6735,At least once a day,30,Never,0,1,1,,1,,,,1,No,No,,Retired,Male,Hindi,60-64 years,60
6736,At least once a day,30,,,1,,,,,,,,No,Yes,,Retired,Male,Hindi,70-74 years,70
6737,At least once a day,30,Never,0,1,,,,,,,,No,Yes,,Retired,Male,Hindi,70-74 years,70
6738,Never,0,Never,0,,,,,,,1,,No,Yes,,Retired,Female,Hindi,85 years or older,85
6739,At least a few times each week,8,At least once a month,1,,,,,,,,1,Yes,Yes,,Retired,Male,Hindi,55-59 years,55
6740,At least once a day,30,At least once a week,4,,1,,,,,,,No,Yes,,Retired,Female,Hindi,60-64 years,60
6741,At least once a day,30,At least once a day,30,1,,1,,,,,,,Yes,,Unable to work for health or other reasons,Female,Hindi,65-69 years,65
6742,At least once a day,30,At least once a week,4,,,1,,,,,1,Yes,Yes,,Retired,Female,Hindi,65-69 years,65
6743,At least once a day,30,At least once a month,1,,,,,,,,1,,Yes,,,Female,Punjabi,70-74 years,70
6744,At least once a day,30,At least once a month,1,1,1,,,,,,,No,Yes,,Employed full-time,Female,Hindi,65-69 years,65
6745,At least once a week,4,Never,0,1,,,,,,,,No,Yes,,Employed full-time,Female,Hindi,60-64 years,60
6746,At least once a day,30,,,,,,,,,1,1,,,,,,,,
6747,Never,0,Never,0,1,,,,,,,,No,Yes,,,Female,,80-84 years,80
6748,At least a few times each week,8,Never,0,,,,,,,1,,No,,,,Female,English,70-74 years,70
6749,At least once a month,1,,,,,,,,,,,,,,,,,,
6750,At least once a day,30,,,,,,,,,,,,,,,,,,
6751,,,,,,,,,,,,,,Yes,,Retired,Female,,,
6752,At least once a day,30,Never,0,,1,,1,,,,,Yes,Yes,,Unable to work for health or other reasons,Female,Chinese (Mandarin),75-79 years,75
6753,At least once a day,30,Never,0,,1,,1,,,,,Yes,Yes,,Unable to work for health or other reasons,Male,Chinese (Mandarin),80-84 years,80
6754,At least a few times each week,8,At least a few times a week,8,,,,1,,,,,,Yes,,Retired,Female,Chinese (Mandarin),65-69 years,65
6755,At least a few times each week,8,At least a few times a week,8,1,,,1,,,,1,Yes,Yes,,Retired,Female,Chinese (Mandarin),60-64 years,60
6756,At least once a week,4,At least once a month,1,1,1,,1,,,,,No,Yes,,,Female,Chinese (Cantonese),65-69 years,65
6757,At least once a day,30,At least once a month,1,1,1,,1,,,,,No,Yes,,,Female,Chinese (Mandarin),65-69 years,65
6758,At least once a month,1,Never,0,,1,,,,,,,,Yes,,Unable to work for health or other reasons,Female,Chinese (Mandarin),75-79 years,75
